tweet_id,date,full_text,tweet_type,hashtags,mentions,user_id,user_location,geo,lat_coordinates,lng_coordinates,place_type,place_name,place_full_name,country_code,country,prof_country,prof_country_code,prof_locality,prof_region,prof_sub_region,prof_full_name,prof_coord_lat,prof_coord_lng,reply_count,quote_count,likes_count,retweet_counts,hyperlink
1588682463806910464,Fri Nov 04 23:59:50 +0000 2022,@AbbottCampaign @GregAbbott_TX We have had more mass shootings every year on your watch.,Reply Tweet,,"['@AbbottCampaign', '@GregAbbott_TX']",826454293804883968,"Texas, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,0,0,0,0,https://twitter.com/twitter/status/1588682463806910464
1588682458295566336,Fri Nov 04 23:59:49 +0000 2022,@LauraMiner100 @the_urb @davidhogg111 Gun ownership is mandatory for adult males in Switzerland. Unless they changed that.,Reply Tweet,,"['@LauraMiner100', '@the_urb', '@davidhogg111']",1580353010512715776,"Los Angeles, CA",,,,,,,,,United States,US,Los Angeles,California,Los Angeles County,"Los Angeles, California, United States",-118.24368,34.05223,0,0,2,0,https://twitter.com/twitter/status/1588682458295566336
1588682445393899522,Fri Nov 04 23:59:45 +0000 2022,@BetoORourke Except gun owners. I meant to say except gun owners.,Reply Tweet,,['@BetoORourke'],1586840491542384646,"Bethlehem, PA",,,,,,,,,United States,US,Bethlehem,Pennsylvania,Northampton County,"Bethlehem, Pennsylvania, United States",-75.37046,40.62593,0,0,1,0,https://twitter.com/twitter/status/1588682445393899522
1588682358416605184,Fri Nov 04 23:59:25 +0000 2022,@bgmasters Republicans love threatening messages featuring guns. Please vote against this. https://t.co/lB07pRQcgI,Reply Tweet,,['@bgmasters'],883316162,Jersey Shore,,,,,,,,,United States,US,Jersey Shore,Pennsylvania,Lycoming County,"Jersey Shore, Pennsylvania, United States",-77.26442,41.20202,0,0,36,9,https://twitter.com/twitter/status/1588682358416605184
1588682284403937280,Fri Nov 04 23:59:07 +0000 2022,"@davidhogg111 You pro abortion democrats support killing unborn babies and you have the nerve to call anyone merchants of death? 🙄 And by the way, you little woke punks are not going to ever take away our 2nd amendment. For the thousandth time, guns don’t kill people. Bad people kill people.",Reply Tweet,,['@davidhogg111'],2725322906,"Chambersburg, PA",,,,city,Chambersburg,"Chambersburg, PA",US,United States,United States,US,Chambersburg,Pennsylvania,Franklin County,"Chambersburg, Pennsylvania, United States",-77.6611,39.93759,0,0,0,0,https://twitter.com/twitter/status/1588682284403937280
1588682283682508800,Fri Nov 04 23:59:07 +0000 2022,"@DanCrenshawTX You're right. He's entitled.

He survived a mass shooting by kids of 2A loving parents, &amp; now supports and lobbies for gun control like thousands of us Veterans do, but you be you, Dan. A dick to the end. At least you got to fight back, because you were in a war zone, NOT SCHOOL!",Reply Tweet,,['@DanCrenshawTX'],3312952776,"𝙿𝚑𝚘𝚎𝚗𝚒𝚡, 𝙰𝚛𝚒𝚣𝚘𝚗𝚊",,,,,,,,,United States,US,Phoenix,Arizona,Maricopa County,"Phoenix, Arizona, United States",-112.07404,33.44838,0,0,0,0,https://twitter.com/twitter/status/1588682283682508800
1588682247187886080,Fri Nov 04 23:58:58 +0000 2022,"@JoJoFromJerz They don't care, they still get their NRA checks and Haliburton kick-backs.",Reply Tweet,,['@JoJoFromJerz'],730934198631043072,"Pennsylvania, USA",,,,,,,,,United States,US,,Pennsylvania,,"Pennsylvania, United States",-76.90567,40.27245,0,0,1,0,https://twitter.com/twitter/status/1588682247187886080
1588682179999330304,Fri Nov 04 23:58:42 +0000 2022,@davidhogg111 You are laughable. Good luck. Even with the NRA gone you think people will give up their constitutional right? If not you gonna come take them Beto? 😂😂😂😂,Reply Tweet,,['@davidhogg111'],1413996795118723072,"Raleigh, NC",,,,,,,,,United States,US,Raleigh,North Carolina,Wake County,"Raleigh, North Carolina, United States",-78.63861,35.7721,0,0,0,0,https://twitter.com/twitter/status/1588682179999330304
1588682163817713664,Fri Nov 04 23:58:38 +0000 2022,@AbbottCampaign @GregAbbott_TX @BetoORourke will save CHILDREN’S LIVES unlike @GovAbbott who gets paid by the @NRA to not protect children. https://t.co/7kFWWgYRBU,Reply Tweet,,"['@AbbottCampaign', '@GregAbbott_TX', '@BetoORourke', '@GovAbbott', '@NRA']",1497894729866002433,"Kansas, USA",,,,,,,,,United States,US,Kansas City,Missouri,Jackson County,"Kansas City, Missouri, United States",-94.57857,39.09973,0,0,8,2,https://twitter.com/twitter/status/1588682163817713664
1588682150642999297,Fri Nov 04 23:58:35 +0000 2022,@bgmasters Republicans love threatening messages featuring guns. Please vote against. https://t.co/ZJMaOqMjSt,Reply Tweet,,['@bgmasters'],883316162,Jersey Shore,,,,,,,,,United States,US,Jersey Shore,Pennsylvania,Lycoming County,"Jersey Shore, Pennsylvania, United States",-77.26442,41.20202,0,0,0,0,https://twitter.com/twitter/status/1588682150642999297
