tweet_id,date,full_text,tweet_type,hashtags,mentions,user_id,user_location,geo,lat_coordinates,lng_coordinates,place_type,place_name,place_full_name,country_code,country,prof_country,prof_country_code,prof_locality,prof_region,prof_sub_region,prof_full_name,prof_coord_lat,prof_coord_lng,reply_count,quote_count,likes_count,retweet_counts,hyperlink
1589769659372666880,Mon Nov 07 23:59:57 +0000 2022,"@elonmusk Democrats want to mitigate climate change so humans can live on Earth, close the unsustainable wealth gap, clean air &amp; water, women's right to choose, racial equality, and ending mass shootings. #GOP= tax cuts for rich, gun violence, voter restriction, health care for rich.",Reply Tweet,['#GOP'],['@elonmusk'],1227014176020815872,"Arlington, Virginia",,,,,,,,,United States,US,Arlington,Virginia,Arlington County,"Arlington, Virginia, United States",-77.10428,38.88101,0,0,0,0,https://twitter.com/twitter/status/1589769659372666880
1589769615747403776,Mon Nov 07 23:59:47 +0000 2022,@mmpadellan @StKytti #DemocratsAreDelivering but few networks report successes like CHIP manufacturing in US; Infrastructure bill for bridges &amp; highways; the anti-Inflation Act; expanded healthcare—lower insulin costs &amp; prescription drugs; gun control  exec order.,Reply Tweet,['#DemocratsAreDelivering'],"['@mmpadellan', '@StKytti']",335576999,Pennsylvania,,,,,,,,,United States,US,,Pennsylvania,,"Pennsylvania, United States",-76.90567,40.27245,0,0,0,0,https://twitter.com/twitter/status/1589769615747403776
1589769579521531904,Mon Nov 07 23:59:38 +0000 2022,"@elonmusk So you don't care about women's rights, LGBTQIA+ rights, or give a f*ck about gun reform?! You support ending democracy and living in a fascist state then?! Cool got it elon",Reply Tweet,,['@elonmusk'],4492057458,"Iowa, USA",,,,,,,,,United States,US,,Iowa,,"Iowa, United States",-93.50049,42.00027,0,0,3,1,https://twitter.com/twitter/status/1589769579521531904
1589769571157696512,Mon Nov 07 23:59:36 +0000 2022,@crazypsychofox @Queendom916 @leezeldin Yes we’re fighting for our kids to stay alive at school with smart gun control laws and making sure our daughters have the right to their own uterus! 💙💙💙💙,Reply Tweet,,"['@crazypsychofox', '@Queendom916', '@leezeldin']",1584768959949275139,"Schodack, NY",,,,,,,,,United States,US,,New York,,"New York, United States",-75.4999,43.00035,1,0,0,0,https://twitter.com/twitter/status/1589769571157696512
1589769485732708352,Mon Nov 07 23:59:16 +0000 2022,@NFGR_Official You guys and @firearmspolicy are doing more than the NRA has done in YEARS. Keep it up!,Reply Tweet,,"['@NFGR_Official', '@firearmspolicy']",39931162,"California, USA",,,,,,,,,United States,US,,California,,"California, United States",-119.75126,37.25022,0,0,2,0,https://twitter.com/twitter/status/1589769485732708352
1589769464853286913,Mon Nov 07 23:59:11 +0000 2022,"Bullied Loser Loner Incel, Desperate for Positive Affirmation, Plans Office Shooting With Legally Purchased AR-15. https://t.co/kWlE0GBlya",Original Tweet,,,1029175737184649216,"Rehoboth Beach, DE",,,,,,,,,United States,US,Rehoboth Beach,Delaware,Sussex County,"Rehoboth Beach, Delaware, United States",-75.07601,38.72095,0,0,1,0,https://twitter.com/twitter/status/1589769464853286913
1589769449116401665,Mon Nov 07 23:59:07 +0000 2022,"@Hilbertbrian78 @paytonperryts @Funky_tut @sitebender @DashDobrofsky Congrats. I don’t think there would be much of a home for a pro-abortion, pro-gun control “conservative”, so I’m glad you found your home.  GOP has plenty of policy positions. Secure the border, school choice, don’t mutilate children, don’t pump cash into a overheated economy",Reply Tweet,,"['@Hilbertbrian78', '@paytonperryts', '@Funky_tut', '@sitebender', '@DashDobrofsky']",258048590,"California, MD",,,,,,,,,United States,US,California,Maryland,Saint Mary's County,"California, Maryland, United States",-76.50745,38.3004,0,0,0,0,https://twitter.com/twitter/status/1589769449116401665
1589769426274222080,Mon Nov 07 23:59:02 +0000 2022,"@TomFitton The killings, you say?

What about all the schoolchildren gunned down before lunch? Cashed those @NRA checks didn't ya.

Maybe you're referring to the Rittenhouse killings?

Republicans feel no responsibility to provide any assistance for those forced births. https://t.co/fNjmVxHiod",Reply Tweet,,"['@TomFitton', '@NRA']",42672900,"Los Angeles, CA",,,,,,,,,United States,US,Los Angeles,California,Los Angeles County,"Los Angeles, California, United States",-118.24368,34.05223,0,0,0,0,https://twitter.com/twitter/status/1589769426274222080
1589769425791881216,Mon Nov 07 23:59:02 +0000 2022,"There is no Trump at the helm to stand up for Americans. 
Gunmen kill American aid worker in Baghdad https://t.co/ieo88THg31 via @JustTheNews",Original Tweet,,['@JustTheNews'],1556684677,"Aberdeen, SD",,,,,,,,,United States,US,Aberdeen,South Dakota,Brown County,"Aberdeen, South Dakota, United States",-98.48648,45.4647,1,0,0,0,https://twitter.com/twitter/status/1589769425791881216
1589769384725082112,Mon Nov 07 23:58:52 +0000 2022,"@RyanAFournier Why the fuck should a simple error invalidate someone’s constitutional rights?

Would you say the same about a gun permit application? Would you say that someone should t be able to buy a gun for another year if they fill out a background check wrong? 

Such BS voter suppression!",Reply Tweet,,['@RyanAFournier'],779606186907824128,United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1589769384725082112
1589769350386683904,Mon Nov 07 23:58:44 +0000 2022,"18-year-old Md. man pleads guilty to shooting fellow Magruder High School student 
https://t.co/GnUKNKtzjQ",Original Tweet,,,1420097588481626115,"Anna, TX",,,,,,,,,United States,US,Anna,Texas,Collin County,"Anna, Texas, United States",-96.5486,33.349,0,0,0,0,https://twitter.com/twitter/status/1589769350386683904
1589769334377058304,Mon Nov 07 23:58:40 +0000 2022,"@ektaka @TPBlue4 @StarAdvertiser @Twitter @elonmusk Can't understand people voting for @GOP due to inflation. The party has voted AGAINST bills to fight high prices! They don't want us to have healthcare, security in old age, or safety from gun violence...",Reply Tweet,,"['@ektaka', '@TPBlue4', '@StarAdvertiser', '@Twitter', '@elonmusk', '@GOP']",464342273,USA,,,,,,,,,United States,US,,,,United States,-98.5,39.76,1,0,4,3,https://twitter.com/twitter/status/1589769334377058304
1589769326998929408,Mon Nov 07 23:58:38 +0000 2022,"@laurenboebert Please don’t listen to this ill-informed zealot. Inflation is a result of a once in a century pandemic and a war in Europe, which is why the WHOLE WORLD is suffering from inflation. It wasn’t caused by Biden passing an infrastructure bill &amp; gun safety legislation.",Reply Tweet,,['@laurenboebert'],783061950095917056,"New York, USA",,,,,,,,,United States,US,,New York,,"New York, United States",-75.4999,43.00035,0,0,0,0,https://twitter.com/twitter/status/1589769326998929408
1589769313946603520,Mon Nov 07 23:58:35 +0000 2022,"'My peace was taken away from me': Wife of Giant security guard who was killed speaks out
https://t.co/zxxjh3WOjG",Original Tweet,,,1420097588481626115,"Anna, TX",,,,,,,,,United States,US,Anna,Texas,Collin County,"Anna, Texas, United States",-96.5486,33.349,0,0,0,0,https://twitter.com/twitter/status/1589769313946603520
1589769301711802369,Mon Nov 07 23:58:32 +0000 2022,@autocorrect2_0 @BeatTheCult Was Lauren Boebert gaslighting when she suggested that Jesus would not have been crucified if he had an AR-15?,Reply Tweet,,"['@autocorrect2_0', '@BeatTheCult']",850736140974010370,"Hillsboro, MO",,,,,,,,,United States,US,Hillsboro,Missouri,Jefferson County,"Hillsboro, Missouri, United States",-90.5629,38.23228,0,0,0,0,https://twitter.com/twitter/status/1589769301711802369
1589769232119922689,Mon Nov 07 23:58:16 +0000 2022,"Person struck by vehicle after 2 open fire in SE DC; police searching for suspects
https://t.co/cSWoZTzd2L",Original Tweet,,,1420097588481626115,"Anna, TX",,,,,,,,,United States,US,Anna,Texas,Collin County,"Anna, Texas, United States",-96.5486,33.349,0,0,0,0,https://twitter.com/twitter/status/1589769232119922689
1589769203313438721,Mon Nov 07 23:58:09 +0000 2022,"@GovAbbott So, the man who didn’t have sense enough to come in outta rain thinks this is redeeming him? #PowerFailures #Uvalde",Reply Tweet,"['#PowerFailures', '#Uvalde']",['@GovAbbott'],592050693,"Nashville, TN",,,,,,,,,United States,US,Nashville,Tennessee,Davidson County,"Nashville, Tennessee, United States",-86.78444,36.16589,0,0,0,0,https://twitter.com/twitter/status/1589769203313438721
1589769133268561920,Mon Nov 07 23:57:52 +0000 2022,"that a Good Guy with a Gun would stop a Bad Guy with a Gun. We now know of course, just like during Parkland, that law enforcement waited too long to prevent the mass loss of life. Once again, the ""good guys"" had failed us.",Reply Tweet,,,987548920325771265,"Florida, USA",,,,,,,,,United States,US,,Florida,,"Florida, United States",-82.5001,28.75054,1,0,0,0,https://twitter.com/twitter/status/1589769133268561920
1589769129770496001,Mon Nov 07 23:57:51 +0000 2022,"What we also knew all too well was the response from certain politicians and organizations, namely the NRA who heartlessly went on to hold their Convention in Texas later that very same week where they parroted the same nonsence we've heard again and again,",Reply Tweet,,,987548920325771265,"Florida, USA",,,,,,,,,United States,US,,Florida,,"Florida, United States",-82.5001,28.75054,1,0,0,0,https://twitter.com/twitter/status/1589769129770496001
1589769123877511168,Mon Nov 07 23:57:50 +0000 2022,"Like in 2018 and in 2020, one of the biggest reasons I voted was to further Curb the Epidemic of Gun Violence in this country. 2022 has seen unfortunately multiple tragic and heinous acts of Gun Violence, none more heartbreaking than the Massacre at Robb Elementary on May 24th",Reply Tweet,,,987548920325771265,"Florida, USA",,,,,,,,,United States,US,,Florida,,"Florida, United States",-82.5001,28.75054,1,0,0,0,https://twitter.com/twitter/status/1589769123877511168
1589769074263076864,Mon Nov 07 23:57:38 +0000 2022,Monticello man pleads guilty to illegal drug and gun possession https://t.co/zBFVuqib85,Original Tweet,,,773592199007207424,"Middletown, NY",,,,,,,,,United States,US,Middletown,New York,Orange County,"Middletown, New York, United States",-74.42293,41.44593,0,0,0,0,https://twitter.com/twitter/status/1589769074263076864
1589769065031434241,Mon Nov 07 23:57:36 +0000 2022,"@EEHELI @Kathy4Truth You really want to die on this bill of lies in this tweet?  Might want to look at all those Democratic run cities with strict laws leading the nation with gun violence before you go with this nonsense. Stop blaming Republicans for your mess. Edith, really?  Lol",Reply Tweet,,"['@EEHELI', '@Kathy4Truth']",1441924166177886216,"West Hattiesburg, MS",,,,,,,,,United States,US,West Hattiesburg,Mississippi,Lamar County,"West Hattiesburg, Mississippi, United States",-89.37506,31.31906,1,0,3,0,https://twitter.com/twitter/status/1589769065031434241
1589768978020593665,Mon Nov 07 23:57:15 +0000 2022,"@CasteMember @michaelmalice @LPCO @mattyglesias A person can be pro-gun and pro-gun control. Those two ideas do not cancel out.

But I get it. Libertarians don't allow that kind of position.",Reply Tweet,,"['@CasteMember', '@michaelmalice', '@LPCO', '@mattyglesias']",446495145,Los Angeles. California,,,,,,,,,United States,US,Los Angeles,California,Los Angeles County,"Los Angeles, California, United States",-118.24368,34.05223,1,0,0,0,https://twitter.com/twitter/status/1589768978020593665
1589768950056857600,Mon Nov 07 23:57:08 +0000 2022,6 Reasons Gun Control Is a Nutty Argument https://t.co/6KFdsyNDrX,Original Tweet,,,2774930748,"Portland, OR",,,,,,,,,United States,US,Portland,Oregon,Multnomah County,"Portland, Oregon, United States",-122.67621,45.52345,0,0,0,0,https://twitter.com/twitter/status/1589768950056857600
1589768892766748672,Mon Nov 07 23:56:55 +0000 2022,"@BlackKnight10k @Zee207702 It’s not over till it’s over!

Keep fighting!

Take your family to vote.. take your friends to vote.. don’t leave any stone unturned!

GOD SAVE OUR COUNTRY! 🙏🏻🙏🏻🙏🏻
#Roevember 
#GunControl 
#SaveDemocracy",Reply Tweet,"['#Roevember', '#GunControl', '#SaveDemocracy']","['@BlackKnight10k', '@Zee207702']",1346954194775773186,"Fort Mill, SC",,,,,,,,,United States,US,Fort Mill,South Carolina,York County,"Fort Mill, South Carolina, United States",-80.94508,35.00737,0,0,0,0,https://twitter.com/twitter/status/1589768892766748672
1589768749242281987,Mon Nov 07 23:56:20 +0000 2022,@TomFitton Hmmmm... What do you call AR-15's? Life-Preservers??,Reply Tweet,,['@TomFitton'],21833116,"Sacramento, Calif.",,,,,,,,,United States,US,Sacramento,California,Sacramento County,"Sacramento, California, United States",-121.4944,38.58157,0,0,0,0,https://twitter.com/twitter/status/1589768749242281987
1589768657840001026,Mon Nov 07 23:55:59 +0000 2022,"Not directly related to school safety or gun violence prevention, but indirectly...... https://t.co/MMN9gfvt7G",Original Tweet,,,1431705480,Colorado,,,,,,,,,United States,US,,Colorado,,"Colorado, United States",-105.50083,39.00027,0,0,1,0,https://twitter.com/twitter/status/1589768657840001026
1589768591356096512,Mon Nov 07 23:55:43 +0000 2022,"@benrman @PolitiFact His terrible Covid policies, his vindictiveness (Disney/Devil Rays), he bans books, history has to be whitewashed (no teaching kids about slavery or racism}, his failure on last hurricane (even stopped clean up efforts for photo op), he was “sent by God”, anti gun safety, etc.",Reply Tweet,,"['@benrman', '@PolitiFact']",393637739,"Florida, USA",,,,,,,,,United States,US,,Florida,,"Florida, United States",-82.5001,28.75054,3,0,0,0,https://twitter.com/twitter/status/1589768591356096512
1589768584812965888,Mon Nov 07 23:55:41 +0000 2022,"Regarding bars, the law banned guns in anywhere that alcohol is served, including places like Olive Garden (that have alcohol but mostly sell food). And the judge said that nothing is stopping the state from making it illegal to drink while carrying: https://t.co/xaEKJwamaD",Reply Tweet,,,2206128030,Pennsylvania,,,,,,,,,United States,US,,Pennsylvania,,"Pennsylvania, United States",-76.90567,40.27245,6,0,21,2,https://twitter.com/twitter/status/1589768584812965888
1589768525593600001,Mon Nov 07 23:55:27 +0000 2022,"THIS WEEK and RIGHT NOW
we are proving we are a ""Big Boi"" and an American on #YouTube right now playing #CallofDuty, hop in chat and let me show you what I can do with my Second amendment
https://t.co/vbuQ8OJLQW

#gaming #youtubegaming #ContentCreator #YouTube #twitter #pcgaming https://t.co/vfQ42T4774",Original Tweet,"['#YouTube', '#CallofDuty', '#gaming', '#youtubegaming', '#ContentCreator', '#YouTube', '#twitter', '#pcgaming']",,1038946655276597248,"Minneapolis, MN",,,,,,,,,United States,US,Minneapolis,Minnesota,Hennepin County,"Minneapolis, Minnesota, United States",-93.26384,44.97997,0,0,2,0,https://twitter.com/twitter/status/1589768525593600001
1589768518752342016,Mon Nov 07 23:55:25 +0000 2022,"@WilliamLopr @Dasheiprod @BetoORourke 1. Data misrepresentation data doesn't compare suicide vs homicide in the numbers.
2020 was pandemic yr

2. Illinois has strictest gun control laws &amp; is equal States with Constitutional Carry wHY?

Texas homicide rate is only 53% of total mortality due to suicide with a firearm https://t.co/WykJuE0C7h",Reply Tweet,,"['@WilliamLopr', '@Dasheiprod', '@BetoORourke']",1518794157577412609,"Texas, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,0,0,0,0,https://twitter.com/twitter/status/1589768518752342016
1589768507767787521,Mon Nov 07 23:55:23 +0000 2022,@undisputedLarue @RobSchneider Cities can’t ban gun sales if the State says it legal,Reply Tweet,,"['@undisputedLarue', '@RobSchneider']",1495857076660318213,Iowa,,,,,,,,,United States,US,,Iowa,,"Iowa, United States",-93.50049,42.00027,8,0,0,0,https://twitter.com/twitter/status/1589768507767787521
1589768501824172032,Mon Nov 07 23:55:21 +0000 2022,@NikkiHaley @HerschelWalker Nikki Haley was once elected to serve people not racism.  https://t.co/vFkUHZvIvn Hate https://t.co/ZD2BJQHIrd America Crime https://t.co/k1nTDTNJVw Costly https://t.co/6KOMkyGXKw  @mmfa @americansunited @NextGenAmerica @postandcourier @RedLetterXians @SBCExecComm @NILC @ajc https://t.co/NWIQtFvhWQ,Reply Tweet,,"['@NikkiHaley', '@HerschelWalker', '@mmfa', '@americansunited', '@NextGenAmerica', '@postandcourier', '@RedLetterXians', '@SBCExecComm', '@NILC', '@ajc']",44645640,USA,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1589768501824172032
1589768496963289089,Mon Nov 07 23:55:20 +0000 2022,"@elonmusk What issues drove your recent shift toward Republicans? Concerns about wokeness and cancel culture? Taxes? Immigration? Crime? Do you generally prioritize those issues more than election denial/voter restraints, Roe, gun violence, continuing climate denial/change resistance?",Reply Tweet,,['@elonmusk'],2612837512,"Manhattan, NY",,,,,,,,,United States,US,Manhattan,New York,New York County,"Manhattan, New York, United States",-73.96625,40.78343,0,0,0,0,https://twitter.com/twitter/status/1589768496963289089
1589768421050572802,Mon Nov 07 23:55:02 +0000 2022,"@hoplon762 @PaigeMc46856158 @MayWatchTooMuch @TimRyan @CherylWWatkins Ok Slim; I'll explain this simply to you because you don't seem to understand.  Because of Federalism, if I choose to live in MA, AND I want to own a firearm, I have to abide by the MA gun laws.  If I feel they're too erroneous, I can either challenge the laws in court or move.",Reply Tweet,,"['@hoplon762', '@PaigeMc46856158', '@MayWatchTooMuch', '@TimRyan', '@CherylWWatkins']",1392335866102751240,Massachusetts,,,,,,,,,United States,US,,Massachusetts,,"Massachusetts, United States",-71.10832,42.36565,1,0,0,0,https://twitter.com/twitter/status/1589768421050572802
