tweet_id,date,full_text,tweet_type,hashtags,mentions,user_id,user_location,geo,lat_coordinates,lng_coordinates,place_type,place_name,place_full_name,country_code,country,prof_country,prof_country_code,prof_locality,prof_region,prof_sub_region,prof_full_name,prof_coord_lat,prof_coord_lng,reply_count,quote_count,likes_count,retweet_counts,hyperlink
1590132052124651520,Tue Nov 08 23:59:59 +0000 2022,@Z22239641134 @Baldwin1970 @GuyIncognito665 @NickReisman @NRA Seriously.  I don't care!  Queens is not safe!  Passaic county in NJ is.  Stop the BS!,Reply Tweet,,"['@Z22239641134', '@Baldwin1970', '@GuyIncognito665', '@NickReisman', '@NRA']",952359281847828480,"Queens, NY",,,,,,,,,United States,US,,New York,,"New York, United States",-75.4999,43.00035,1,0,0,0,https://twitter.com/twitter/status/1590132052124651520
1590132019899813889,Tue Nov 08 23:59:51 +0000 2022,@JimmyASnow My dad has been enjoying going to the range. We have pretty cool group of responsible gun owners here in leftist California.,Reply Tweet,,['@JimmyASnow'],238007559,California,,,,,,,,,United States,US,California City,California,Kern County,"California City, California, United States",-117.9859,35.1258,0,0,0,0,https://twitter.com/twitter/status/1590132019899813889
1590131930292707329,Tue Nov 08 23:59:30 +0000 2022,"@M3talOd @wyzryd15 @michaelmillerFL @EWErickson Try a gun show, in Georgia it is legal to purchase a gun without ID.  If the guy name is Larry, you may get a 75 dollar discount.",Reply Tweet,,"['@M3talOd', '@wyzryd15', '@michaelmillerFL', '@EWErickson']",2354674475,Atlanta Georgia ,,,,,,,,,United States,US,Atlanta,Georgia,Fulton County,"Atlanta, Georgia, United States",-84.38798,33.749,1,0,1,0,https://twitter.com/twitter/status/1590131930292707329
1590131908507471872,Tue Nov 08 23:59:24 +0000 2022,@BhavishaPatel Damn it. Another kid lost to gun violence. RIP,Reply Tweet,,['@BhavishaPatel'],1477826151472984068,"Olympia, WA",,,,,,,,,United States,US,Olympia,Washington,Thurston County,"Olympia, Washington, United States",-122.9007,47.03787,0,0,0,0,https://twitter.com/twitter/status/1590131908507471872
1590131842555985924,Tue Nov 08 23:59:09 +0000 2022,Mayor: Student #dies after #shooting in #Seattle high #school - Nov 8 @ 6:55 PM ET https://t.co/nI1CJH8c6l,Original Tweet,"['#dies', '#shooting', '#Seattle', '#school']",,100986964,USA,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,1,0,https://twitter.com/twitter/status/1590131842555985924
1590131835212017664,Tue Nov 08 23:59:07 +0000 2022,"@mikepompeo Democrats didn’t lead an insurrection against the capitol.
Democrats didn’t perpetuate the big election lie.
Democrats didn’t take away your library books and arm teachers with guns and make your children live like inmates in school instead of fixing our gun problem.
Vote Blue!💙",Reply Tweet,,['@mikepompeo'],428461555,The United States...of America,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1590131835212017664
1590131834545143809,Tue Nov 08 23:59:07 +0000 2022,@SO0PERSALAD @northeysbayrd Now do school shootings.,Reply Tweet,,"['@SO0PERSALAD', '@northeysbayrd']",1187465769778442240,"Denver, CO",,,,,,,,,United States,US,Denver,Colorado,Denver County,"Denver, Colorado, United States",-104.9847,39.73915,2,0,1,0,https://twitter.com/twitter/status/1590131834545143809
1590131816257945601,Tue Nov 08 23:59:02 +0000 2022,@PadmaLakshmi The media is so biased they ignore the vital issues like missing indigenous women all over the country and Alaska plus women's rights and gun control,Reply Tweet,,['@PadmaLakshmi'],1168534834072969216,"Tallahassee, FL",,,,,,,,,United States,US,Tallahassee,Florida,Leon County,"Tallahassee, Florida, United States",-84.28073,30.43826,0,0,0,0,https://twitter.com/twitter/status/1590131816257945601
1590131773169860609,Tue Nov 08 23:58:52 +0000 2022,@NRA I love America but hate the NRA.  So theres that.,Reply Tweet,,['@NRA'],183065034,"Chicago, IL",,,,,,,,,United States,US,Chicago,Illinois,Cook County,"Chicago, Illinois, United States",-87.65005,41.85003,2,0,24,1,https://twitter.com/twitter/status/1590131773169860609
1590131713866600449,Tue Nov 08 23:58:38 +0000 2022,"@Liberals4Liber1 @OccupyDemocrats So, Red Flag Laws are communist. Thank you for clarifying that.👍",Reply Tweet,,"['@Liberals4Liber1', '@OccupyDemocrats']",1275905299442839552,United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1590131713866600449
1590131695843692544,Tue Nov 08 23:58:34 +0000 2022,I’m so incredibly sad for the Ingraham High School community and the person who was shot. We need gun control now. Thank you to the people who reached out to me today. I have strong feelings and reactions about Ingraham and the continued violence in that community.,Original Tweet,,,3007112372,"Seattle, WA",,,,city,Seattle,"Seattle, WA",US,United States,United States,US,Seattle,Washington,King County,"Seattle, Washington, United States",-122.33207,47.60621,2,0,49,1,https://twitter.com/twitter/status/1590131695843692544
